Index,P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,Imputed Eccentricity,Imputed Eccentricity (EU),P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,,CDHS_CRS(0.5*CDHSi+0.5*CDHSe), CDHS_CRS(0.6*CDHSi+0.4*CDHSe),CDHS_DRS(0.5*CDHSi+0.5*CDHSe),CDHS_DRS(0.6*CDHSi+0.4*CDHSe)
44,GJ 536 b,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.37,5.37,,1.69,1.12,1.88,1.78,7.992558,9.351799,11.0135,428.4,445,464.1,470,1.6899305556,505.8,6,-20.76,3.21,8.71,0.0666,0.08,0.08,0.1,0.07,,288.7,GJ 536,,,Vir,M1,0.52,0.5,3685,0.04136,-0.08,,,10.03,14.0175,-2.655,-29.2,4.014,1,0,0.166,0.427,-1.76,-0.15,-0.1,0.36,0,0,0,0.4,0,0,0,1,Radial Velocity,2016,,1.73497,1.725975,1.734967,1.725973
45,GJ 581 c,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.4,5.4,,1.69,1.12,1.89,1.79,1.98165,2.27422,2.62301,302.3,312.6,324.2,344,1.2302083333,365.9,6,-19.22,3.21,12.92,0.073,0.07,0.07,0.0875,0.07,,235,GJ 581,,HIP 74995,Lib,M2.5V,0.31,0.3,3498,0.01209,-0.135,8,10.6,6.21,15.3239,-7.7222,-27.6,2.1956,3,0,0.09,0.233,-1.24,-0.15,0.22,0.44,0,0,0,0.66,1,0,0,1,Radial Velocity,2007,,1.739964,1.72997,1.739966,1.729971
46,GJ 581 e,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.94,1.94,,1.27,0.95,1.2,1.24,8.852251,16.27629,33.34861,439.4,501.5,612.2,476.1,1.86875,648.8,1.8,-20.8,2.41,3.15,0.028,0.32,0.32,0.4,0.03,,236,GJ 581,,HIP 74995,Lib,M2.5V,0.31,0.3,3498,0.01209,-0.135,8,10.6,6.21,15.3239,-7.7222,-29.8,6.0295,3,0,0.09,0.233,-1.86,-0.16,-0.68,0.33,0,0,0,0.37,1,0,0,1,Radial Velocity,2009,,1.569353,1.509482,1.569355,1.509483
47,GJ 625 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.02,3.02,,1.44,1.01,1.46,1.45,1.646878,2.120652,2.777983,288.6,306.5,328.9,327.4,1.1986111111,367.7,3.1,-18.8,2.74,14.64,0.0784,0.13,0.13,0.1625,0.08,,240,GJ 625,,,Dra,M2,0.3,0.31,3499,0.012924,-0.38,,10.2,6.49,16.4236,54.3033,-27.6,2.1254,1,0,0.093,0.241,-1.19,-0.16,-0.13,0.45,0,0,0,0.72,0,0,0,1,Radial Velocity,2017,,1.444978,1.443982,1.444977,1.44398
48,GJ 649 c,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.54,9.54,,1.96,1.26,2.48,2.21,12.81783,18.83514,28.83528,482.1,526.7,590.4,526.7,1.9840277778,635,12.1,-21.87,3.73,4.48,0.043,0.2,0.2,0.25,0.04,,334,GJ 649,,HIP 83043,Her,M1.5,0.54,0.45,3700,0.034123,0.08,,9.7,10.34,16.9692,25.7442,-30,5.7202,2,0,0.151,0.387,-1.91,-0.14,0.12,0.34,0,0,0,0.32,1,0,0,1,Radial Velocity,2013,,2.08497,2.059974,2.08497,2.059974
49,GJ 667 C b,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.6,5.6,,1.71,1.12,1.92,1.81,4.207579,5.418015,7.097418,364.9,387.5,415.8,406.8,1.490625,457.7,6.3,-20.19,3.25,7.2,0.0505,0.13,0.13,0.1625,0.05,,5.7,GJ 667 C,,,Sco,M1.5V,0.33,0.35,3350,0.0137,-0.55,2,10.2,6.8,17.3158,-34.9897,-28.6,3.7066,6,3,0.096,0.251,-1.59,-0.15,0.04,0.39,0,0,0,0.47,0,0,0,1,Radial Velocity,2009,,1.75997,1.749975,1.759969,1.749974
50,GJ 667 C c,,,Warm,Terran,rocky-iron,metals-rich,mesoplanet,3.8,3.8,,1.54,1.05,1.61,1.57,0.8427715,0.8769776,0.9129552,244.1,246.5,249,284,0.9944444444,288.9,4,-17.97,2.92,28.14,0.125,0.02,0.02,0.025,0.12,,292,GJ 667 C,,,Sco,M1.5V,0.33,0.35,3350,0.0137,-0.55,2,10.2,6.8,17.3158,-34.9897,-26.6,1.4848,6,3,0.096,0.251,-0.62,-0.15,0.21,0.6,0.64,0,0,0.84,0,1,0,1,Radial Velocity,2011,,1.554961,1.551968,1.554961,1.551968
51,GJ 667 C d,,,Cold,Superterran,rocky-iron,metals-rich,non-habitable,5.1,5.1,,1.67,1.1,1.84,1.75,0.1695281,0.1799281,0.1911438,163.5,165.9,168.5,204.9,0.7197916667,209.9,5.6,-16.42,3.16,91.61,0.276,0.03,0.03,0.0375,0.28,,40.1,GJ 667 C,,,Sco,M1.5V,0.33,0.35,3350,0.0137,-0.55,2,10.2,6.8,17.3158,-34.9897,-24.9,0.6726,6,3,0.096,0.251,1.33,-0.15,0.9,0.38,0,0,0,0.47,0,0,0,1,Radial Velocity,2013,,1.709953,1.701961,1.709955,1.701963
52,GJ 667 C e,,,Warm,Terran,rocky-iron,metals-rich,psychroplanet,2.7,2.7,,1.4,0.99,1.39,1.39,0.290249,0.3020295,0.3144201,187,188.9,190.8,225.2,0.7885416667,229,2.7,-16.59,2.65,62.24,0.213,0.02,0.02,0.025,0.21,,28.6,GJ 667 C,,,Sco,M1.5V,0.33,0.35,3350,0.0137,-0.55,2,10.2,6.8,17.3158,-34.9897,-25.4,0.8714,6,3,0.096,0.251,0.51,-0.16,0.23,0.63,0,0,0,0.6,0,1,0,0,Radial Velocity,2013,,1.394966,1.395972,1.394966,1.395971
53,GJ 667 C f,,,Warm,Terran,rocky-iron,metals-rich,psychroplanet,2.7,2.7,,1.4,0.99,1.39,1.39,0.5306531,0.5632069,0.5983137,217.4,220.7,224.1,255.7,0.8989583333,262.3,2.7,-17.28,2.65,39.03,0.156,0.03,0.03,0.0375,0.16,,103,GJ 667 C,,,Sco,M1.5V,0.33,0.35,3350,0.0137,-0.55,2,10.2,6.8,17.3158,-34.9897,-26.1,1.19,6,3,0.096,0.251,-0.22,-0.16,0.08,0.78,0,0,0,0.77,0,1,0,0,Radial Velocity,2013,,1.394969,1.395974,1.394969,1.395974
54,GJ 667 C g,,,Cold,Terran,rocky-iron,hydrogen-rich,non-habitable,4.6,4.6,,1.62,1.08,1.75,1.69,0.03897282,0.04560067,0.05370333,113.2,117.6,122.6,154.1,0.5503472222,163.5,5,-14.86,3.08,256.2,0.549,0.08,0.08,0.1,0.55,,51.6,GJ 667 C,,,Sco,M1.5V,0.33,0.35,3350,0.0137,-0.55,2,10.2,6.8,17.3158,-34.9897,-23.4,0.3391,6,3,0.096,0.251,4.86,-0.15,1.27,0.17,0,0,0,0.33,0,0,0,1,Radial Velocity,2013,,1.654963,1.647969,1.654961,1.647967
55,GJ 676 A d,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.45,4.45,,1.6,1.08,1.73,1.67,42.37339,56.67265,77.55215,650,696,756,690.7,2.5583333333,796.7,4.8,-22.62,3.05,3.6,0.0413,0.15,0.15,0.1875,0.04,,315,GJ 676 A,,HIP 85647,Ara,M0V,0.71,0.7,3840,0.095572,0.23,,9.6,16.45,17.5031,-51.6369,-31.1,9.1765,4,0,0.252,0.642,-2.08,-0.15,-0.51,0.32,0,0,0,0.3,1,0,0,1,Radial Velocity,2012,,2.079124,1.983298,2.079124,1.983298
56,GJ 682 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.4,4.4,,1.6,1.08,1.72,1.66,1.516594,1.774511,2.08982,282.7,293.7,306.3,323.4,1.1607638889,347,4.7,-18.83,3.04,17.48,0.08,0.08,0.08,0.1,0.08,,85.9,GJ 682,,,Sco,M3.5V,0.27,0.39,3028,0.01132,,,,5.08,17.6177,-43.6808,-27.4,2.5982,2,1,0.087,0.232,-1.1,-0.15,0.14,0.47,0,0,0,0.74,0,0,0,0,Radial Velocity,2014,,1.629969,1.623974,1.629967,1.623972
57,GJ 682 c,,,Warm,Superterran,rocky-iron,hydrogen-rich,psychroplanet,8.7,8.7,,1.92,1.24,2.37,2.13,0.3020603,0.3673006,0.4511845,188.9,198,208.8,233,0.840625,253,10.8,-17.51,3.64,57.32,0.176,0.1,0.1,0.125,0.18,,320.9,GJ 682,,,Sco,M3.5V,0.27,0.39,3028,0.01132,,,,5.08,17.6177,-43.6808,-25.6,1.1831,2,1,0.087,0.232,0.23,-0.14,1.19,0.45,0,0,0,0.59,0,1,0,0,Radial Velocity,2014,,2.024956,2.003963,2.024955,2.003962
58,GJ 832 c,,,Warm,Superterran,rocky-iron,metals-rich,mesoplanet,5.4,5.4,,1.69,1.12,1.89,1.79,0.9315086,0.9886534,1.05028,250.3,254,257.9,292,1.0267361111,299.6,6,-18.31,3.21,35.67,0.162,0.03,0.03,0.0375,0.16,,80,GJ 832,HD 204961,HIP 106440,Gru,M1.5,0.45,0.45,3472,0.025935,-0.31,,8.7,4.94,21.5594,-49.0089,-26.7,1.4679,2,1,0.132,0.342,-0.71,-0.15,0.44,0.54,0.98,0,0,0.81,1,1,0,1,Radial Velocity,2014,,1.739957,1.729964,1.739954,1.729962
59,GJ 876 d,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.99,6.99,,1.81,1.18,2.13,1.97,28.95018,33.93901,40.05334,591,614.2,640.9,634,2.2819444444,683.9,8.2,-22.32,3.44,1.94,0.0208,0.08,0.08,0.1,0.02,50,157.4,GJ 876,,HIP 113020,Aqr,M4 V,0.33,0.36,3350,0.014644,0.05,2.5,10.2,4.7,22.8869,-14.2536,-30.6,9.2611,4,2,0.099,0.259,-1.98,-0.14,-0.2,0.33,0,0,0,0.3,0,0,0,1,Radial Velocity,2005,,2.045931,1.998743,2.04593,1.998743
60,GJ 1132 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.62,,1.15,1.06,1.22,1.19,18.53447,18.53447,18.53447,528.6,528.6,528.6,564.9,1.9614583333,564.9,1.7,-20.67,2.19,1.63,0.0154,0,0.1745933991,0.2182417489,0.02,,0,GJ 1132,,,Vel,M3.5,0.18,0.21,3270,0.004396,-0.12,5,13.5,12.04,10.2478,-47.1567,-29.9,7.1679,1,0,0.054,0.143,-1.88,-0.31,-0.73,0.33,0,0,0,0.36,0,0,0,1,Primary Transit,2015,,1.555702,1.474562,1.555699,1.474559
61,GJ 3138 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.2,4.2,,1.58,1.07,1.68,1.63,10.69665,13.25849,16.63683,460.7,485,514.5,501.2,1.8246527778,554.9,4.5,-21,3,5.97,0.057,0.11,0.11,0.1375,0.06,,0,GJ 3138,,,Cet,M0,0.68,0.5,3717,0.042815,-0.3,,11,,2.153,-16.3396,-29.6,4.7046,3,0,0.169,0.433,-1.84,-0.15,-0.3,0.35,0,0,0,0.37,0,0,0,1,Radial Velocity,2017,,1.702296,1.677836,1.702298,1.677837
62,GJ 3138 c,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.78,1.78,,1.24,0.94,1.16,1.2,77.91904,112.3704,168.1503,756.9,823.8,917.4,793.1,2.9861111111,953.6,1.7,-22.81,2.35,1.22,0.0197,0.19,0.19,0.2375,0.02,,0,GJ 3138,,,Cet,M0,0.68,0.5,3717,0.042815,-0.3,,11,,2.153,-16.3396,-31.9,13.8101,3,0,0.169,0.433,-2.13,-0.16,-0.93,0.3,0,0,0,0.3,0,0,0,1,Radial Velocity,2017,,2.113002,1.938401,2.113002,1.938401
63,GJ 3293 d,,,Warm,Superterran,rocky-iron,metals-rich,psychroplanet,7.63,7.63,,1.85,1.2,2.22,2.03,0.4476868,0.5656049,0.7251003,208.4,220.3,235.1,251.9,0.9159722222,278.6,9.2,-17.91,3.52,48.13,0.194,0.12,0.12,0.15,0.19,,322,GJ 3293,,,Eri,M2.5,0.42,0.4,3466,0.021133,0.02,,12,17.9,4.4767,-25.1692,-26.1,1.1179,4,2,0.119,0.309,-0.21,-0.14,0.91,0.52,0,0,0,0.7,0,1,0,1,Radial Velocity,2014,,1.93996,1.921966,1.939959,1.921965
64,GJ 3293 e,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.27,3.27,,1.47,1.02,1.51,1.49,2.141834,3.206822,5.02373,308.2,338.1,381.4,347.4,1.3097222222,420.6,3.4,-19.32,2.8,13.25,0.0821,0.21,0.21,0.2625,0.08,,0,GJ 3293,,,Eri,M2.5,0.42,0.4,3466,0.021133,0.02,,12,17.9,4.4767,-25.1692,-28,2.6824,4,2,0.119,0.309,-1.38,-0.16,-0.17,0.42,0,0,0,0.6,0,0,0,1,Radial Velocity,2017,,1.479981,1.477984,1.479983,1.477986
65,GJ 3323 b,,,Warm,Terran,rocky-iron,metals-rich,mesoplanet,2.02,2.02,,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276,1.0458333333,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.23,0.2875,0.03,,0,GJ 3323,,,Eri,M4,0.16,0.12,3159,0.001265,-0.27,,12.2,5.32,5.0326,-6.9461,-27,1.9856,2,1,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.97,0,0,0.89,0,1,0,1,Radial Velocity,2017,,1.264987,1.267989,1.264987,1.267989
66,GJ 3323 c,,,Cold,Terran,rocky-iron,metals-rich,non-habitable,2.31,2.31,,1.34,0.97,1.3,1.32,0.0578602,0.08036305,0.1149561,125,134.9,148.3,162.4,0.5986111111,185.8,2.2,-15.07,2.54,40.54,0.1264,0.17,0.17,0.2125,0.12,,0,GJ 3323,,,Eri,M4,0.16,0.12,3159,0.001265,-0.27,,12.2,5.32,5.0326,-6.9461,-24,0.5091,2,1,0.029,0.077,3.08,-0.16,0.45,0.24,0,0,0,0.39,0,0,0,1,Radial Velocity,2017,,1.329979,1.331982,1.329978,1.331981
67,GJ 3341 b,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.6,6.6,,1.78,1.16,2.07,1.92,2.13124,3.846028,7.680214,307.8,350.1,424.1,350.5,1.3642361111,466.8,7.7,-19.96,3.39,14.21,0.089,0.31,0.31,0.3875,0.08,,42.3,GJ 3341,,,Col,M2.5,0.47,0.46,3526,0.028964,-0.09,,12.1,23.2,5.263,-31.2961,-28.3,2.8785,1,0,0.139,0.361,-1.44,-0.14,0.23,0.41,0,0,0,0.53,0,0,0,0,radial velocity,2014,,1.849977,1.83598,1.849977,1.83598
68,GJ 3634 b,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.27,8.27,,1.89,1.22,2.31,2.09,20.8285,24.37066,28.70102,544.3,565.4,589.7,588.2,2.115625,633.6,10.1,-22.05,3.59,2.65,0.0287,0.08,0.08,0.1,0.03,59,84,GJ 3634,,,Hya,M2.5,0.45,0.43,3314,0.02001,,,11.9,19.8,10.9764,-31.1442,-30.2,8.0167,1,0,0.116,0.304,-1.93,-0.14,-0.03,0.34,0,0,0,0.31,0,0,0,1,Radial Velocity,2011,,2.002775,1.980219,2.002775,1.980218
69,GJ 3942 b,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.15,7.15,,1.82,1.18,2.16,1.98,16.07219,20.34426,26.13733,510.1,539.6,576.1,553.3,2.0232638889,619.2,8.5,-21.78,3.46,6.91,0.0608,0.12,0.12,0.15,0.06,,112.7,GJ 3942,,,Dra,M0,0.63,0.61,3867,0.074653,-0.04,,10,16.93,16.1508,52.9439,-30,5.3883,1,0,0.222,0.566,-1.94,-0.14,-0.08,0.34,0,0,0,0.32,0,0,0,1,Radial Velocity,2017,,1.921601,1.901279,1.921598,1.901276
70,GJ 3998 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.47,2.47,,1.36,0.98,1.33,1.35,49.15769,49.1577,49.15771,674.6,674.6,674.6,712.4,2.4736111111,712.4,2.4,-22.09,2.59,2.65,0.029,0,0.1525978222,0.1907472778,0.03,,0,GJ 3998,,,Oph,M1,0.5,0.49,3722,0.041342,-0.16,,10.8,17.8,17.2669,11.0583,-31,9.0137,2,0,0.166,0.425,-2.05,-0.16,-0.73,0.31,0,0,0,0.31,0,0,0,1,Radial Velocity,2016,,1.916764,1.80541,1.916763,1.80541
71,GJ 3998 c,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.26,6.26,,1.76,1.15,2.02,1.89,4.743261,5.22552,5.770939,376,385,394.9,418.4,1.484375,437.3,7.2,-20.21,3.34,13.74,0.089,0.05,0.05,0.0625,0.09,,0,GJ 3998,,,Oph,M1,0.5,0.49,3722,0.041342,-0.16,,10.8,17.8,17.2669,11.0583,-28.5,2.9379,2,0,0.166,0.425,-1.59,-0.14,0.13,0.38,0,0,0,0.48,0,0,0,1,Radial Velocity,2016,,1.824962,1.811968,1.824962,1.811968
72,GJ 9827 b,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.2,,1.64,1.88,3.07,2.24,279.953,279.953,279.9531,1042.1,1042.1,1042.1,1087.8,3.7770833333,1087.8,15.4,-24.39,3.11,1.21,0.0211,0,0.1708697247,0.2135871559,0.02,85.8,0,GJ 9827,,,Psc,K6V,0.66,0.65,4255,0.124638,-0.28,,10.4,30.3,23.4736,-1.2864,-32.9,16.499,3,0,0.285,0.711,-2.23,-0.6,-0.39,0.3,0,0,0,0.28,0,0,0,1,Primary Transit,2017,,2.828474,2.638779,2.828475,2.638779
73,GJ 9827 c,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.51,,1.29,1.18,1.51,1.4,64.37906,64.37907,64.37908,721.7,721.7,721.7,760.3,2.6399305556,760.3,3,-22.27,2.45,3.65,0.044,0,0.1987088592,0.248386074,0.04,87.8,0,GJ 9827,,,Psc,K6V,0.66,0.65,4255,0.124638,-0.28,,10.4,30.3,23.4736,-1.2864,-31.3,7.891,3,0,0.285,0.711,-2.13,-0.36,-0.72,0.31,0,0,0,0.31,0,0,0,1,Primary Transit,2017,,1.964925,1.82994,1.964924,1.829939
74,HD 1461 b,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.45,6.45,,1.77,1.16,2.05,1.91,295.6221,295.6221,295.6222,1056.4,1056.4,1056.4,1099,3.8159722222,1099,7.5,-24.63,3.37,5.77,0.0634,0,0.1663765856,0.207970732,0.06,,0,HD 1461,HD 1461,HIP 1499,Cet,G0V,1.02,1.09,5765,1.188271,0.19,6.3,6.6,23.4,0.3117,-8.0531,-32.9,9.2141,2,0,0.819,1.93,-2.36,-0.14,-0.59,0.29,0,0,0,0.27,1,0,0,1,Radial Velocity,2009,,2.792914,2.588329,2.792913,2.588329
75,HD 1461 c,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.6,5.6,,1.71,1.12,1.92,1.81,95.23772,95.23772,95.23775,795.9,795.9,795.9,837.8,2.9090277778,837.8,6.3,-23.31,3.24,13.51,0.1117,0,0.2099630248,0.262453781,0.11,,0,HD 1461,HD 1461,HIP 1499,Cet,G0V,1.02,1.09,5765,1.188271,0.19,6.3,6.6,23.4,0.3117,-8.0531,-31.7,5.226,2,0,0.819,1.93,-2.27,-0.15,-0.49,0.3,0,0,0,0.28,1,0,0,1,Radial Velocity,2011,,2.309466,2.189572,2.309468,2.189573
76,HD 3167 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,5.02,,1.7,1.02,1.73,1.72,1472.237,1472.237,1472.237,1578.1,1578.1,1578.1,1619.1,5.621875,1619.1,5.1,-26.29,3.24,0.96,0.0181,0,0.2848658706,0.3560823383,0.02,83.4,0,HD 3167,,,Psc,G,0.88,0.81,5367,0.484988,0,0.83,8.9,45.8,0.5826,4.3815,-34.7,23.9557,3,0,0.535,1.277,-2.39,-0.06,-0.89,0.28,0,0,0,0.27,0,0,0,1,Primary Transit,2016,,3.660822,3.268656,3.660822,3.268656
77,HD 3167 d,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.9,6.9,,1.8,1.17,2.12,1.96,43.58945,86.39436,196.7811,654.6,757,954.2,697.6,2.7774305556,997.2,8.1,-23.4,3.43,8.49,0.0776,0.36,0.36,0.45,0.07,,176,HD 3167,,,Psc,G,0.88,0.81,5367,0.484988,0,0.83,8.9,45.8,0.5826,4.3815,-31.7,5.9671,3,0,0.535,1.277,-2.23,-0.14,-0.38,0.31,0,0,0,0.27,0,0,0,1,Radial Velocity,2017,,2.28868,2.190942,2.288679,2.190941
78,HD 7924 c,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.85,7.85,,1.87,1.21,2.25,2.05,25.29298,30.63806,37.47594,571.3,598.3,630.4,615,2.2288194444,674,9.5,-22.27,3.55,15.3,0.1134,0.1,0.1,0.125,0.11,,0,HD 7924,HD 7924,HIP 6379,Cas,K0V,0.83,0.78,5177,0.392095,-0.15,,7.2,16.8,1.3664,76.7103,-30.5,3.6839,3,0,0.486,1.167,-2.09,-0.14,-0.11,0.32,0,0,0,0.3,0,0,0,1,Radial Velocity,2015,,2.049372,2.013496,2.049372,2.013496
79,HD 7924 d,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.45,6.45,,1.77,1.16,2.05,1.91,11.13457,16.67103,26.11644,465.4,510.5,575.9,508,1.9204861111,618.5,7.5,-21.52,3.37,24.45,0.1551,0.21,0.21,0.2625,0.15,,119,HD 7924,HD 7924,HIP 6379,Cas,K0V,0.83,0.78,5177,0.392095,-0.15,,7.2,16.8,1.3664,76.7103,-29.8,2.7414,3,0,0.486,1.167,-1.97,-0.14,-0.11,0.34,0,0,0,0.34,0,0,0,1,Radial Velocity,2015,,1.845217,1.830172,1.845216,1.830171
80,HD 20794 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.82,2.82,,1.41,1,1.41,1.41,25.38296,42.51031,76.80881,571.8,641.4,754.2,610.3,2.3607638889,792.7,2.8,-22.06,2.69,18.33,0.127,0.27,0.27,0.3375,0.12,,26,HD 20794,HD 20794,HIP 15510,Eri,G8V,0.81,0.9,5490,0.660183,-0.38,14,4.3,6.06,3.3322,-43.0697,-30.9,3.923,3,0,0.62,1.473,-2.15,-0.16,-0.66,0.31,0,0,0,0.31,0,0,0,1,Radial Velocity,2011,,1.885349,1.790278,1.88535,1.790279
81,HD 20794 d,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.53,3.53,,1.5,1.04,1.56,1.53,3.189546,5.146079,8.858066,340.5,379.1,439.5,380,1.4538194444,479.1,3.7,-19.89,2.86,88.9,0.364,0.25,0.25,0.3125,0.35,,252,HD 20794,HD 20794,HIP 15510,Eri,G8V,0.81,0.9,5490,0.660183,-0.38,14,4.3,6.06,3.3322,-43.0697,-28.6,1.3609,3,0,0.62,1.473,-1.59,-0.15,-0.22,0.38,0,0,0,0.5,0,0,0,1,Radial Velocity,2011,,1.514984,1.511986,1.514984,1.511986
82,HD 20794 e,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.77,4.77,,1.64,1.09,1.78,1.71,1.531608,2.662598,5.054893,283.4,320.2,382,324.5,1.2541666667,423.1,5.2,-19.36,3.11,147.02,0.509,0.29,0.29,0.3625,0.49,,268,HD 20794,HD 20794,HIP 15510,Eri,G8V,0.81,0.9,5490,0.660183,-0.38,14,4.3,6.06,3.3322,-43.0697,-27.8,0.9846,3,0,0.62,1.473,-1.25,-0.15,0.09,0.44,0,0,0,0.63,0,0,0,1,Radial Velocity,2017,,1.674979,1.667982,1.674981,1.667983
83,HD 39194 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.72,3.72,,1.53,1.04,1.6,1.56,100.4558,147.6147,225.9877,806.6,881.3,987.8,846.4,3.1982638889,1027.6,3.9,-23.57,2.9,5.64,0.0519,0.2,0.2,0.25,0.05,,0,HD 39194,,,Men,K0V,0.59,0.79,5150,0.389583,,,8.1,25.9,5.7422,-70.1436,-32.2,8.2694,3,0,0.485,1.167,-2.27,-0.15,-0.72,0.3,0,0,0,0.29,0,0,0,1,Radial Velocity,2011,,2.364077,2.19726,2.364077,2.19726
84,HD 39194 c,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.95,5.95,,1.74,1.14,1.98,1.85,34.74563,43.06717,54.04093,618.5,651.2,690.8,660.7,2.4072916667,732.9,6.8,-22.49,3.3,14.03,0.0954,0.11,0.11,0.1375,0.09,,0,HD 39194,,,Men,K0V,0.59,0.79,5150,0.389583,,,8.1,25.9,5.7422,-70.1436,-30.8,4.432,3,0,0.485,1.167,-2.14,-0.15,-0.33,0.32,0,0,0,0.29,0,0,0,1,Radial Velocity,2011,,2.073604,2.006882,2.073604,2.006882
85,HD 39194 d,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.15,5.15,,1.67,1.11,1.85,1.76,9.14646,13.44025,20.57608,443.1,484.1,542.6,484.5,1.8246527778,584.1,5.7,-21.15,3.17,33.94,0.172,0.2,0.2,0.25,0.17,,0,HD 39194,,,Men,K0V,0.59,0.79,5150,0.389583,,,8.1,25.9,5.7422,-70.1436,-29.6,2.4933,3,0,0.485,1.167,-1.92,-0.15,-0.2,0.34,0,0,0,0.36,0,0,0,1,Radial Velocity,2011,,1.747302,1.73184,1.747304,1.731842
86,HD 40307 b,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.82,3.82,,1.54,1.05,1.61,1.58,71.82004,105.5359,161.568,741.7,810.4,908.3,781.6,2.9524305556,948.2,4,-23.22,2.92,4.31,0.0475,0.2,0.2,0.25,0.05,,194,HD 40307,HD 40307,HIP 27887,Pic,K2.5V,0.77,0.65,4977,0.233304,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-31.8,7.4596,6,1,0.379,0.917,-2.23,-0.15,-0.67,0.3,0,0,0,0.29,1,0,0,1,Radial Velocity,2008,,2.246165,2.10493,2.246164,2.10493
87,HD 40307 c,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.43,6.43,,1.77,1.16,2.05,1.91,31.49368,35.44815,40.04559,603.5,621.2,640.9,646.1,2.3048611111,683.5,7.4,-22.32,3.37,9.62,0.0812,0.06,0.06,0.075,0.08,,234,HD 40307,HD 40307,HIP 27887,Pic,K2.5V,0.77,0.65,4977,0.233304,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-30.6,4.2812,6,1,0.379,0.917,-2.11,-0.14,-0.25,0.32,0,0,0,0.3,1,0,0,1,Radial Velocity,2008,,2.037385,1.983907,2.037385,1.983907
